transaction_id,gl_account_id,date,amount,description,department,vendor
TXN00205,7300,2025-05-22,2216.41,Monthly 7300 - May 2025,Operations,Vendor_7300
TXN00206,8000,2025-05-22,6992.89,Monthly 8000 - May 2025,Operations,Vendor_8000
TXN00207,8100,2025-05-22,6665.5,Monthly 8100 - May 2025,Operations,Vendor_8100
TXN00208,8200,2025-05-22,5901.39,Monthly 8200 - May 2025,Operations,Vendor_8200
TXN00209,9000,2025-05-22,5618.46,Monthly 9000 - May 2025,Operations,Vendor_9000
TXN00212,3000,2025-05-22,17532.04,Monthly 3000 - May 2025,Operations,Vendor_3000
TXN00211,9200,2025-05-22,8197.33,Monthly 9200 - May 2025,Operations,Vendor_9200
TXN00213,3100,2025-05-22,10910.3,Monthly 3100 - May 2025,Operations,Vendor_3100
TXN00214,9500,2025-05-22,839.5,Monthly 9500 - May 2025,Operations,Vendor_9500
TXN00215,9600,2025-05-22,3500.0,Monthly 9600 - May 2025,Operations,Vendor_9600
TXN00204,7200,2025-05-22,2296.14,Monthly 7200 - May 2025,Operations,Vendor_7200
TXN00210,9100,2025-05-22,3952.61,Monthly 9100 - May 2025,Operations,Vendor_9100
TXN00203,7100,2025-05-22,2291.76,Monthly 7100 - May 2025,Operations,Vendor_7100
TXN00216,9700,2025-05-22,1773.74,Monthly 9700 - May 2025,Operations,Vendor_9700
TXN00201,6200,2025-05-22,2326.64,Monthly 6200 - May 2025,Operations,Vendor_6200
TXN00190,4000,2025-05-22,65966.49,Monthly 4000 - May 2025,Operations,Vendor_4000
TXN00191,4100,2025-05-22,15607.27,Monthly 4100 - May 2025,Operations,Vendor_4100
TXN00192,4200,2025-05-22,7448.95,Monthly 4200 - May 2025,Operations,Vendor_4200
TXN00193,5000,2025-05-22,12500.0,Monthly 5000 - May 2025,Operations,Vendor_5000
TXN00194,5100,2025-05-22,2402.64,Monthly 5100 - May 2025,Operations,Vendor_5100
TXN00202,6300,2025-05-22,3071.18,Monthly 6300 - May 2025,Operations,Vendor_6300
TXN00196,5300,2025-05-22,3339.74,Monthly 5300 - May 2025,Operations,Vendor_5300
TXN00197,5500,2025-05-22,86669.33,Monthly 5500 - May 2025,Operations,Vendor_5500
TXN00198,5510,2025-05-22,13263.16,Monthly 5510 - May 2025,Operations,Vendor_5510
TXN00199,5520,2025-05-22,16421.87,Monthly 5520 - May 2025,Operations,Vendor_5520
TXN00200,5530,2025-05-22,14079.53,Monthly 5530 - May 2025,Operations,Vendor_5530
TXN00195,5200,2025-05-22,9090.01,Monthly 5200 - May 2025,Operations,Vendor_5200
