transaction_id,gl_account_id,date,amount,description,department,vendor
TXN00001,4000,2024-10-24,61090.14,Monthly 4000 - October 2024,Operations,Vendor_4000
TXN00027,9700,2024-10-24,1190.36,Monthly 9700 - October 2024,Operations,Vendor_9700
TXN00026,9600,2024-10-24,3500.0,Monthly 9600 - October 2024,Operations,Vendor_9600
TXN00025,9500,2024-10-24,631.67,Monthly 9500 - October 2024,Operations,Vendor_9500
TXN00024,3100,2024-10-24,11162.87,Monthly 3100 - October 2024,Operations,Vendor_3100
TXN00023,3000,2024-10-24,24748.72,Monthly 3000 - October 2024,Operations,Vendor_3000
TXN00022,9200,2024-10-24,7971.57,Monthly 9200 - October 2024,Operations,Vendor_9200
TXN00021,9100,2024-10-24,3285.94,Monthly 9100 - October 2024,Operations,Vendor_9100
TXN00019,8200,2024-10-24,1708.97,Monthly 8200 - October 2024,Operations,Vendor_8200
TXN00018,8100,2024-10-24,4258.4,Monthly 8100 - October 2024,Operations,Vendor_8100
TXN00017,8000,2024-10-24,14791.37,Monthly 8000 - October 2024,Operations,Vendor_8000
TXN00016,7300,2024-10-24,2156.51,Monthly 7300 - October 2024,Operations,Vendor_7300
TXN00015,7200,2024-10-24,2260.11,Monthly 7200 - October 2024,Operations,Vendor_7200
TXN00020,9000,2024-10-24,6855.78,Monthly 9000 - October 2024,Operations,Vendor_9000
TXN00013,6300,2024-10-24,2507.67,Monthly 6300 - October 2024,Operations,Vendor_6300
TXN00014,7100,2024-10-24,2063.98,Monthly 7100 - October 2024,Operations,Vendor_7100
TXN00003,4200,2024-10-24,6023.7,Monthly 4200 - October 2024,Operations,Vendor_4200
TXN00004,5000,2024-10-24,12500.0,Monthly 5000 - October 2024,Operations,Vendor_5000
TXN00005,5100,2024-10-24,2131.12,Monthly 5100 - October 2024,Operations,Vendor_5100
TXN00006,5200,2024-10-24,9639.89,Monthly 5200 - October 2024,Operations,Vendor_5200
TXN00007,5300,2024-10-24,3541.52,Monthly 5300 - October 2024,Operations,Vendor_5300
TXN00002,4100,2024-10-24,15664.51,Monthly 4100 - October 2024,Operations,Vendor_4100
TXN00009,5510,2024-10-24,12924.17,Monthly 5510 - October 2024,Operations,Vendor_5510
TXN00010,5520,2024-10-24,17481.21,Monthly 5520 - October 2024,Operations,Vendor_5520
TXN00011,5530,2024-10-24,9378.3,Monthly 5530 - October 2024,Operations,Vendor_5530
TXN00012,6200,2024-10-24,2329.73,Monthly 6200 - October 2024,Operations,Vendor_6200
TXN00008,5500,2024-10-24,84738.3,Monthly 5500 - October 2024,Operations,Vendor_5500
