transaction_id,gl_account_id,date,amount,description,department,vendor
TXN00124,7300,2025-02-21,2106.99,Monthly 7300 - February 2025,Operations,Vendor_7300
TXN00125,8000,2025-02-21,8559.85,Monthly 8000 - February 2025,Operations,Vendor_8000
TXN00126,8100,2025-02-21,4323.76,Monthly 8100 - February 2025,Operations,Vendor_8100
TXN00127,8200,2025-02-21,2105.9,Monthly 8200 - February 2025,Operations,Vendor_8200
TXN00128,9000,2025-02-21,5512.98,Monthly 9000 - February 2025,Operations,Vendor_9000
TXN00131,3000,2025-02-21,18330.07,Monthly 3000 - February 2025,Operations,Vendor_3000
TXN00130,9200,2025-02-21,3937.14,Monthly 9200 - February 2025,Operations,Vendor_9200
TXN00132,3100,2025-02-21,12979.41,Monthly 3100 - February 2025,Operations,Vendor_3100
TXN00133,9500,2025-02-21,1013.6,Monthly 9500 - February 2025,Operations,Vendor_9500
TXN00134,9600,2025-02-21,3500.0,Monthly 9600 - February 2025,Operations,Vendor_9600
TXN00123,7200,2025-02-21,2993.94,Monthly 7200 - February 2025,Operations,Vendor_7200
TXN00129,9100,2025-02-21,3551.55,Monthly 9100 - February 2025,Operations,Vendor_9100
TXN00122,7100,2025-02-21,3139.1,Monthly 7100 - February 2025,Operations,Vendor_7100
TXN00135,9700,2025-02-21,747.21,Monthly 9700 - February 2025,Operations,Vendor_9700
TXN00120,6200,2025-02-21,3101.96,Monthly 6200 - February 2025,Operations,Vendor_6200
TXN00109,4000,2025-02-21,65982.68,Monthly 4000 - February 2025,Operations,Vendor_4000
TXN00110,4100,2025-02-21,29649.32,Monthly 4100 - February 2025,Operations,Vendor_4100
TXN00111,4200,2025-02-21,6501.76,Monthly 4200 - February 2025,Operations,Vendor_4200
TXN00112,5000,2025-02-21,12500.0,Monthly 5000 - February 2025,Operations,Vendor_5000
TXN00113,5100,2025-02-21,1026.79,Monthly 5100 - February 2025,Operations,Vendor_5100
TXN00121,6300,2025-02-21,1838.43,Monthly 6300 - February 2025,Operations,Vendor_6300
TXN00115,5300,2025-02-21,3462.27,Monthly 5300 - February 2025,Operations,Vendor_5300
TXN00116,5500,2025-02-21,86785.45,Monthly 5500 - February 2025,Operations,Vendor_5500
TXN00117,5510,2025-02-21,12577.22,Monthly 5510 - February 2025,Operations,Vendor_5510
TXN00118,5520,2025-02-21,16548.15,Monthly 5520 - February 2025,Operations,Vendor_5520
TXN00119,5530,2025-02-21,18324.79,Monthly 5530 - February 2025,Operations,Vendor_5530
TXN00114,5200,2025-02-21,9482.85,Monthly 5200 - February 2025,Operations,Vendor_5200
