transaction_id,gl_account_id,date,amount,description,department,vendor
TXN00101,9000,2025-01-22,1048.43,Monthly 9000 - January 2025,Operations,Vendor_9000
TXN00098,8000,2025-01-22,6687.96,Monthly 8000 - January 2025,Operations,Vendor_8000
TXN00099,8100,2025-01-22,3450.0,Monthly 8100 - January 2025,Operations,Vendor_8100
TXN00100,8200,2025-01-22,4092.19,Monthly 8200 - January 2025,Operations,Vendor_8200
TXN00102,9100,2025-01-22,4567.26,Monthly 9100 - January 2025,Operations,Vendor_9100
TXN00097,7300,2025-01-22,2112.96,Monthly 7300 - January 2025,Operations,Vendor_7300
TXN00104,3000,2025-01-22,24270.01,Monthly 3000 - January 2025,Operations,Vendor_3000
TXN00105,3100,2025-01-22,9656.06,Monthly 3100 - January 2025,Operations,Vendor_3100
TXN00106,9500,2025-01-22,1159.87,Monthly 9500 - January 2025,Operations,Vendor_9500
TXN00107,9600,2025-01-22,3500.0,Monthly 9600 - January 2025,Operations,Vendor_9600
TXN00108,9700,2025-01-22,1906.19,Monthly 9700 - January 2025,Operations,Vendor_9700
TXN00103,9200,2025-01-22,6798.69,Monthly 9200 - January 2025,Operations,Vendor_9200
TXN00096,7200,2025-01-22,899.65,Monthly 7200 - January 2025,Operations,Vendor_7200
TXN00088,5300,2025-01-22,3432.4,Monthly 5300 - January 2025,Operations,Vendor_5300
TXN00094,6300,2025-01-22,1965.04,Monthly 6300 - January 2025,Operations,Vendor_6300
TXN00083,4100,2025-01-22,26056.93,Monthly 4100 - January 2025,Operations,Vendor_4100
TXN00084,4200,2025-01-22,7240.24,Monthly 4200 - January 2025,Operations,Vendor_4200
TXN00085,5000,2025-01-22,12500.0,Monthly 5000 - January 2025,Operations,Vendor_5000
TXN00086,5100,2025-01-22,2162.39,Monthly 5100 - January 2025,Operations,Vendor_5100
TXN00087,5200,2025-01-22,9032.55,Monthly 5200 - January 2025,Operations,Vendor_5200
TXN00082,4000,2025-01-22,48727.15,Monthly 4000 - January 2025,Operations,Vendor_4000
TXN00089,5500,2025-01-22,83637.28,Monthly 5500 - January 2025,Operations,Vendor_5500
TXN00090,5510,2025-01-22,13089.52,Monthly 5510 - January 2025,Operations,Vendor_5510
TXN00091,5520,2025-01-22,16725.17,Monthly 5520 - January 2025,Operations,Vendor_5520
TXN00092,5530,2025-01-22,15310.11,Monthly 5530 - January 2025,Operations,Vendor_5530
TXN00093,6200,2025-01-22,4274.3,Monthly 6200 - January 2025,Operations,Vendor_6200
TXN00095,7100,2025-01-22,2425.49,Monthly 7100 - January 2025,Operations,Vendor_7100
