transaction_id,gl_account_id,date,amount,description,department,vendor
TXN00314,8000,2025-09-19,11597.44,Monthly 8000 - September 2025,Operations,Vendor_8000
TXN00315,8100,2025-09-19,4589.83,Monthly 8100 - September 2025,Operations,Vendor_8100
TXN00316,8200,2025-09-19,1726.06,Monthly 8200 - September 2025,Operations,Vendor_8200
TXN00317,9000,2025-09-19,1873.95,Monthly 9000 - September 2025,Operations,Vendor_9000
TXN00324,9700,2025-09-19,1000.74,Monthly 9700 - September 2025,Operations,Vendor_9700
TXN00320,3000,2025-09-19,23349.2,Monthly 3000 - September 2025,Operations,Vendor_3000
TXN00319,9200,2025-09-19,8128.72,Monthly 9200 - September 2025,Operations,Vendor_9200
TXN00321,3100,2025-09-19,9831.83,Monthly 3100 - September 2025,Operations,Vendor_3100
TXN00322,9500,2025-09-19,1098.6,Monthly 9500 - September 2025,Operations,Vendor_9500
TXN00323,9600,2025-09-19,3500.0,Monthly 9600 - September 2025,Operations,Vendor_9600
TXN00313,7300,2025-09-19,2260.99,Monthly 7300 - September 2025,Operations,Vendor_7300
TXN00318,9100,2025-09-19,4107.72,Monthly 9100 - September 2025,Operations,Vendor_9100
TXN00312,7200,2025-09-19,724.38,Monthly 7200 - September 2025,Operations,Vendor_7200
TXN00304,5300,2025-09-19,3402.96,Monthly 5300 - September 2025,Operations,Vendor_5300
TXN00310,6300,2025-09-19,1447.38,Monthly 6300 - September 2025,Operations,Vendor_6300
TXN00298,4000,2025-09-19,69783.82,Monthly 4000 - September 2025,Operations,Vendor_4000
TXN00299,4100,2025-09-19,22798.84,Monthly 4100 - September 2025,Operations,Vendor_4100
TXN00300,4200,2025-09-19,7398.19,Monthly 4200 - September 2025,Operations,Vendor_4200
TXN00311,7100,2025-09-19,1907.26,Monthly 7100 - September 2025,Operations,Vendor_7100
TXN00302,5100,2025-09-19,1966.33,Monthly 5100 - September 2025,Operations,Vendor_5100
TXN00301,5000,2025-09-19,12500.0,Monthly 5000 - September 2025,Operations,Vendor_5000
TXN00305,5500,2025-09-19,84715.81,Monthly 5500 - September 2025,Operations,Vendor_5500
TXN00306,5510,2025-09-19,12614.8,Monthly 5510 - September 2025,Operations,Vendor_5510
TXN00307,5520,2025-09-19,16867.61,Monthly 5520 - September 2025,Operations,Vendor_5520
TXN00308,5530,2025-09-19,9075.15,Monthly 5530 - September 2025,Operations,Vendor_5530
TXN00309,6200,2025-09-19,2465.55,Monthly 6200 - September 2025,Operations,Vendor_6200
TXN00303,5200,2025-09-19,9005.33,Monthly 5200 - September 2025,Operations,Vendor_5200
