transaction_id,gl_account_id,date,amount,description,department,vendor
TXN00182,9000,2025-04-22,1286.7,Monthly 9000 - April 2025,Operations,Vendor_9000
TXN00179,8000,2025-04-22,13496.72,Monthly 8000 - April 2025,Operations,Vendor_8000
TXN00180,8100,2025-04-22,5790.67,Monthly 8100 - April 2025,Operations,Vendor_8100
TXN00181,8200,2025-04-22,3578.51,Monthly 8200 - April 2025,Operations,Vendor_8200
TXN00183,9100,2025-04-22,3441.39,Monthly 9100 - April 2025,Operations,Vendor_9100
TXN00178,7300,2025-04-22,2243.61,Monthly 7300 - April 2025,Operations,Vendor_7300
TXN00185,3000,2025-04-22,24291.68,Monthly 3000 - April 2025,Operations,Vendor_3000
TXN00186,3100,2025-04-22,10556.65,Monthly 3100 - April 2025,Operations,Vendor_3100
TXN00187,9500,2025-04-22,719.3,Monthly 9500 - April 2025,Operations,Vendor_9500
TXN00188,9600,2025-04-22,3500.0,Monthly 9600 - April 2025,Operations,Vendor_9600
TXN00189,9700,2025-04-22,285.33,Monthly 9700 - April 2025,Operations,Vendor_9700
TXN00184,9200,2025-04-22,7802.67,Monthly 9200 - April 2025,Operations,Vendor_9200
TXN00177,7200,2025-04-22,1018.04,Monthly 7200 - April 2025,Operations,Vendor_7200
TXN00176,7100,2025-04-22,2165.9,Monthly 7100 - April 2025,Operations,Vendor_7100
TXN00175,6300,2025-04-22,3158.4,Monthly 6300 - April 2025,Operations,Vendor_6300
TXN00164,4100,2025-04-22,20321.43,Monthly 4100 - April 2025,Operations,Vendor_4100
TXN00165,4200,2025-04-22,9374.98,Monthly 4200 - April 2025,Operations,Vendor_4200
TXN00166,5000,2025-04-22,12500.0,Monthly 5000 - April 2025,Operations,Vendor_5000
TXN00167,5100,2025-04-22,1080.56,Monthly 5100 - April 2025,Operations,Vendor_5100
TXN00168,5200,2025-04-22,9875.03,Monthly 5200 - April 2025,Operations,Vendor_5200
TXN00163,4000,2025-04-22,65124.23,Monthly 4000 - April 2025,Operations,Vendor_4000
TXN00170,5500,2025-04-22,85308.12,Monthly 5500 - April 2025,Operations,Vendor_5500
TXN00171,5510,2025-04-22,13019.81,Monthly 5510 - April 2025,Operations,Vendor_5510
TXN00172,5520,2025-04-22,16425.89,Monthly 5520 - April 2025,Operations,Vendor_5520
TXN00173,5530,2025-04-22,10239.25,Monthly 5530 - April 2025,Operations,Vendor_5530
TXN00174,6200,2025-04-22,3966.23,Monthly 6200 - April 2025,Operations,Vendor_6200
TXN00169,5300,2025-04-22,3595.39,Monthly 5300 - April 2025,Operations,Vendor_5300
