transaction_id,gl_account_id,date,amount,description,department,vendor
TXN00287,8000,2025-08-20,8467.69,Monthly 8000 - August 2025,Operations,Vendor_8000
TXN00288,8100,2025-08-20,3820.97,Monthly 8100 - August 2025,Operations,Vendor_8100
TXN00289,8200,2025-08-20,2431.0,Monthly 8200 - August 2025,Operations,Vendor_8200
TXN00290,9000,2025-08-20,3676.59,Monthly 9000 - August 2025,Operations,Vendor_9000
TXN00291,9100,2025-08-20,4278.74,Monthly 9100 - August 2025,Operations,Vendor_9100
TXN00294,3100,2025-08-20,12749.44,Monthly 3100 - August 2025,Operations,Vendor_3100
TXN00293,3000,2025-08-20,19106.49,Monthly 3000 - August 2025,Operations,Vendor_3000
TXN00295,9500,2025-08-20,794.06,Monthly 9500 - August 2025,Operations,Vendor_9500
TXN00296,9600,2025-08-20,3500.0,Monthly 9600 - August 2025,Operations,Vendor_9600
TXN00297,9700,2025-08-20,317.38,Monthly 9700 - August 2025,Operations,Vendor_9700
TXN00286,7300,2025-08-20,2179.48,Monthly 7300 - August 2025,Operations,Vendor_7300
TXN00292,9200,2025-08-20,3205.83,Monthly 9200 - August 2025,Operations,Vendor_9200
TXN00285,7200,2025-08-20,710.65,Monthly 7200 - August 2025,Operations,Vendor_7200
TXN00284,7100,2025-08-20,3012.89,Monthly 7100 - August 2025,Operations,Vendor_7100
TXN00283,6300,2025-08-20,3425.22,Monthly 6300 - August 2025,Operations,Vendor_6300
TXN00272,4100,2025-08-20,28269.18,Monthly 4100 - August 2025,Operations,Vendor_4100
TXN00273,4200,2025-08-20,8197.52,Monthly 4200 - August 2025,Operations,Vendor_4200
TXN00274,5000,2025-08-20,12500.0,Monthly 5000 - August 2025,Operations,Vendor_5000
TXN00275,5100,2025-08-20,1993.71,Monthly 5100 - August 2025,Operations,Vendor_5100
TXN00276,5200,2025-08-20,9934.57,Monthly 5200 - August 2025,Operations,Vendor_5200
TXN00271,4000,2025-08-20,65501.97,Monthly 4000 - August 2025,Operations,Vendor_4000
TXN00278,5500,2025-08-20,85045.94,Monthly 5500 - August 2025,Operations,Vendor_5500
TXN00279,5510,2025-08-20,12586.28,Monthly 5510 - August 2025,Operations,Vendor_5510
TXN00280,5520,2025-08-20,17957.92,Monthly 5520 - August 2025,Operations,Vendor_5520
TXN00281,5530,2025-08-20,20445.9,Monthly 5530 - August 2025,Operations,Vendor_5530
TXN00282,6200,2025-08-20,2987.39,Monthly 6200 - August 2025,Operations,Vendor_6200
TXN00277,5300,2025-08-20,3385.42,Monthly 5300 - August 2025,Operations,Vendor_5300
