transaction_id,gl_account_id,date,amount,description,department,vendor
TXN00070,7300,2024-12-23,2186.19,Monthly 7300 - December 2024,Operations,Vendor_7300
TXN00071,8000,2024-12-23,13520.23,Monthly 8000 - December 2024,Operations,Vendor_8000
TXN00072,8100,2024-12-23,6293.6,Monthly 8100 - December 2024,Operations,Vendor_8100
TXN00073,8200,2024-12-23,6782.02,Monthly 8200 - December 2024,Operations,Vendor_8200
TXN00074,9000,2024-12-23,3660.67,Monthly 9000 - December 2024,Operations,Vendor_9000
TXN00081,9700,2024-12-23,95.43,Monthly 9700 - December 2024,Operations,Vendor_9700
TXN00076,9200,2024-12-23,7748.24,Monthly 9200 - December 2024,Operations,Vendor_9200
TXN00078,3100,2024-12-23,11499.64,Monthly 3100 - December 2024,Operations,Vendor_3100
TXN00079,9500,2024-12-23,832.05,Monthly 9500 - December 2024,Operations,Vendor_9500
TXN00080,9600,2024-12-23,3500.0,Monthly 9600 - December 2024,Operations,Vendor_9600
TXN00069,7200,2024-12-23,2308.29,Monthly 7200 - December 2024,Operations,Vendor_7200
TXN00075,9100,2024-12-23,2990.05,Monthly 9100 - December 2024,Operations,Vendor_9100
TXN00077,3000,2024-12-23,20143.56,Monthly 3000 - December 2024,Operations,Vendor_3000
TXN00068,7100,2024-12-23,3101.56,Monthly 7100 - December 2024,Operations,Vendor_7100
TXN00066,6200,2024-12-23,3969.75,Monthly 6200 - December 2024,Operations,Vendor_6200
TXN00067,6300,2024-12-23,2134.04,Monthly 6300 - December 2024,Operations,Vendor_6300
TXN00055,4000,2024-12-23,92551.33,Monthly 4000 - December 2024,Operations,Vendor_4000
TXN00056,4100,2024-12-23,25742.77,Monthly 4100 - December 2024,Operations,Vendor_4100
TXN00057,4200,2024-12-23,6518.27,Monthly 4200 - December 2024,Operations,Vendor_4200
TXN00059,5100,2024-12-23,1710.17,Monthly 5100 - December 2024,Operations,Vendor_5100
TXN00058,5000,2024-12-23,12500.0,Monthly 5000 - December 2024,Operations,Vendor_5000
TXN00061,5300,2024-12-23,3656.21,Monthly 5300 - December 2024,Operations,Vendor_5300
TXN00062,5500,2024-12-23,84149.42,Monthly 5500 - December 2024,Operations,Vendor_5500
TXN00063,5510,2024-12-23,13461.12,Monthly 5510 - December 2024,Operations,Vendor_5510
TXN00064,5520,2024-12-23,16893.78,Monthly 5520 - December 2024,Operations,Vendor_5520
TXN00065,5530,2024-12-23,17074.45,Monthly 5530 - December 2024,Operations,Vendor_5530
TXN00060,5200,2024-12-23,9925.74,Monthly 5200 - December 2024,Operations,Vendor_5200
